Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,638667,-13,1,62.5593,24.5153,-48.6349,-30.7782,-0.538676,-1.1039,-13,1,66.6407,-29.4181,26.3251,53.6893,1.11452,2.41162,13,-1,27.4723,-2.35782,26.1257,-8.16117,-0.306304,1.6608,13,-1,8.51603,-6.96119,-2.6177,-4.14741,-0.532185,-2.78191
206859,443237,13,-1,93.3351,11.4326,58.9865,71.4235,1.00873,1.37935,13,-1,92.2256,12.5896,-44.3957,-79.8503,-1.31612,-1.29447,-13,1,40.1583,-4.16072,-33.4856,-21.7734,-0.607253,-1.69442,-13,1,29.3402,-21.349,19.942,2.7152,0.092808,2.39026
200519,867824,-13,1,91.6518,30.1791,35.3623,78.9859,1.30032,0.864318,13,-1,149.033,-14.6163,-27.3691,145.768,2.25143,-2.06131,-13,1,57.8129,-3.92036,-15.4116,55.5826,1.96441,-1.81989,13,-1,15.3824,-4.18554,-6.90294,13.0934,1.26055,-2.11587
206859,179878,-13,1,111.761,-63.0302,8.87058,91.8638,1.16286,3.00178,13,-1,62.5733,19.6848,-53.6705,25.4439,0.431563,-1.21926,-13,1,34.4988,8.61403,28.6314,-17.2103,-0.547801,1.27855,13,-1,26.9611,25.7075,3.84635,7.15661,0.271956,0.148518
200519,958528,-13,1,35.1672,24.8314,-24.7268,-2.952,-0.08414,-0.783288,13,-1,30.8748,18.7868,19.1472,15.2868,0.542826,0.794899,13,-1,16.1581,-5.52177,9.67941,11.7001,0.916248,2.08922,-13,1,21.8964,-5.48414,8.2331,19.5342,1.43225,2.15841
200519,1395808,13,-1,181.592,-36.4471,-42.9635,172.631,1.83851,-2.27432,-13,1,164.361,7.19087,42.0593,158.726,2.02444,1.40146,-13,1,42.9126,29.698,-3.13714,30.8166,0.903768,-0.105244,13,-1,7.9889,5.30239,-3.58937,4.77624,0.689891,-0.595077
206859,863375,-13,1,212.151,-46.1093,-1.19689,-207.077,-2.20706,-3.11564,13,-1,124.532,27.1305,3.15427,-121.5,-2.19809,0.115743,-13,1,82.2397,14.6698,0.94394,-80.9152,-2.40684,0.0642571,13,-1,7.6489,3.0912,-2.33792,-6.59342,-1.30143,-0.647531
206859,841509,13,-1,140.357,-37.8609,-12.8357,-134.543,-1.92809,-2.81473,-13,1,35.9042,12.2273,32.1868,-10.1787,-0.291482,1.20775,-13,1,81.0469,-2.34619,-34.102,-73.4857,-1.50869,-1.63949,13,-1,27.2524,10.0672,0.163851,25.324,1.65285,0.0162742
194533,591974,-13,1,76.9073,-60.6365,-17.3077,44.0271,0.651189,-2.86355,-13,1,135.716,28.7561,41.1228,126.098,1.65202,0.960558,13,-1,46.1476,31.7884,-28.0363,18.2498,0.418263,-0.722762,13,-1,55.7801,1.86505,11.8906,54.466,2.21481,1.41521
200519,403006,-13,1,173.748,22.9918,57.0092,-162.511,-1.69932,1.18745,13,-1,64.5254,16.7307,-48.8779,-38.6595,-0.6918,-1.241,13,-1,70.6188,-23.7699,-20.5495,-63.2432,-1.44932,-2.42873,-13,1,35.2638,-24.3795,15.871,19.9318,0.640474,2.56452
200519,1273122,-13,1,194.569,5.09978,-34.0924,191.491,2.41585,-1.42231,13,-1,25.9623,-0.290658,20.5932,15.8071,0.707099,1.58491,13,-1,68.1372,-5.72117,-18.7432,65.2582,1.91795,-1.86705,-13,1,47.1629,-9.29987,2.61098,46.163,2.26816,2.86788
194533,979968,-13,1,126.344,-3.10697,-30.5086,122.566,2.09393,-1.67229,-13,1,25.6862,8.86669,18.689,15.2274,0.682016,1.12781,13,-1,35.6599,-6.21949,8.89458,33.968,1.85869,2.18102,13,-1,17.7752,5.78403,8.41656,14.5483,1.15218,0.968699
200519,89329,13,-1,66.7364,45.6374,-23.9917,-42.3718,-0.749605,-0.483999,-13,1,34.7276,-23.0408,22.6315,-12.7646,-0.385606,2.36516,13,-1,36.4612,-16.2937,-22.5406,-23.5763,-0.769463,-2.1967,-13,1,58.853,-2.20034,27.1302,52.1803,1.4059,1.65172
200519,128869,-13,1,63.702,0.414341,23.3074,-59.2834,-1.66314,1.55302,-13,1,10.7718,4.58011,-5.4381,-8.09141,-0.975702,-0.870833,13,-1,19.814,4.21688,-3.85707,18.9717,1.91498,-0.740864,13,-1,4.27829,0.128928,-3.75841,-2.03723,-0.518219,-1.53651
206859,908566,13,-1,33.2147,-13.5923,26.7231,14.2944,0.460344,2.04133,-13,1,28.3023,6.47668,-24.3877,12.818,0.488342,-1.31122,13,-1,35.3139,10.5114,-13.3904,30.9397,1.35891,-0.905275,-13,1,10.5897,0.0257443,8.76539,5.94127,0.634391,1.56786
206859,29082,13,-1,84.395,-1.41692,70.3752,-46.56,-0.62081,1.59093,-13,1,37.1459,30.4878,0.608578,21.2115,0.649057,0.0199587,-13,1,9.47313,9.13247,-0.933953,-2.33554,-0.251746,-0.101913,13,-1,10.3651,3.66637,-7.9286,-5.57852,-0.601658,-1.13766
200519,284339,-13,1,334.361,71.412,-37.2184,-324.519,-2.10193,-0.480447,-13,1,86.412,-73.8993,11.9781,-43.1561,-0.548537,2.9809,13,-1,40.4484,21.0701,22.397,-26.2772,-0.774691,0.815914,13,-1,43.799,-19.6339,-3.29541,39.0127,1.42542,-2.9753
194533,1433601,13,-1,133.897,-30.8842,-18.3596,128.986,1.99016,-2.60525,-13,1,83.6708,5.57527,18.5584,81.396,2.14222,1.27896,13,-1,38.1467,11.425,9.15338,35.2256,1.61182,0.675453,-13,1,24.1953,10.3266,9.00086,19.9436,1.17004,0.716912
206859,492304,13,-1,429.76,-72.7752,77.1492,-416.467,-2.07681,2.32703,13,-1,87.781,64.8386,-32.2211,-49.6311,-0.640732,-0.461199,-13,1,165.672,16.1294,-31.9878,-161.752,-2.21263,-1.10377,-13,1,97.2176,12.4577,-12.851,-95.5558,-2.37682,-0.800938
206859,865247,13,-1,217.951,-51.1137,10.0797,211.633,2.10969,2.94689,-13,1,134.706,21.4326,35.7593,128.092,1.84112,1.03085,-13,1,16.0752,-9.87067,2.98362,12.3316,1.01333,2.84805,13,-1,14.9126,-2.32822,4.51614,14.0199,1.73945,2.04679
194533,1101785,13,-1,85.2564,-53.1948,-6.68429,-66.2893,-1.03909,-3.01659,13,-1,54.863,33.1101,-32.1908,29.6212,0.604034,-0.771321,-13,1,44.6433,-8.81832,42.5387,10.2813,0.234506,1.7752,-13,1,33.951,32.6109,5.58288,-7.61708,-0.228239,0.169553
194533,233210,-13,1,46.4098,27.9141,28.1787,24.096,0.575248,0.790116,13,-1,29.3602,-13.2082,-10.5429,24.0083,1.1499,-2.46795,13,-1,62.3327,-6.86684,-12.2019,60.7397,2.17361,-2.08339,-13,1,14.6846,-2.01029,-8.0654,12.1052,1.17029,-1.81507
194533,73119,-13,1,232.257,41.1616,0.128104,228.581,2.41554,0.0031122,13,-1,50.359,-8.30472,-19.2073,45.8053,1.52507,-1.9789,-13,1,21.8023,-8.17446,11.5615,16.5783,0.997167,2.18623,13,-1,14.056,4.70374,-3.66184,12.7289,1.50257,-0.66149
200519,1200181,-13,1,12.151,-10.4592,-4.32397,-4.42096,-0.381314,-2.74958,13,-1,6.95132,6.13244,-3.00894,-1.28419,-0.186908,-0.456148,-13,1,6.15968,1.90917,4.20248,4.07734,0.796432,1.14438,13,-1,8.34766,-1.97789,-0.308319,8.1034,2.10632,-2.98695
206859,192707,-13,1,45.9197,28.4876,-10.2465,34.5265,0.97729,-0.345275,13,-1,27.7446,-22.9899,8.71006,12.859,0.501734,2.77944,-13,1,30.6523,-12.8817,-3.16365,27.6335,1.48027,-2.90077,13,-1,16.2722,-8.51068,2.4234,13.6553,1.21846,2.86419
206859,46893,13,-1,42.1118,21.2967,28.1872,-22.92,-0.6102,0.923754,-13,1,27.3889,-9.14901,-22.7526,12.1964,0.478833,-1.95312,-13,1,15.1917,-11.4213,1.70612,9.87017,0.77482,2.99331,13,-1,11.2069,-3.80995,-10.2906,-2.27401,-0.205776,-1.92538
200519,167136,13,-1,92.4763,-1.01058,41.1304,-82.8198,-1.44943,1.59536,-13,1,74.2081,1.41772,30.1976,-67.7711,-1.54682,1.52388,-13,1,110.466,-12.19,-24.1534,-107.102,-2.08463,-2.03819,13,-1,12.965,-7.90293,1.1734,-10.2101,-1.06492,2.99419
