Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,1289684,-11,1,102.012,-28.0786,-46.5008,86.346,1.24344,-2.11403,11,-1,61.9827,23.4485,38.5203,42.523,0.840449,1.02398,-11,1,50.3354,-10.3859,-43.0914,23.8521,0.515041,-1.80731,11,-1,121.62,31.9202,23.2415,115.032,1.79067,0.629346
206859,518319,-11,1,113.024,36.6344,93.1828,52.4331,0.502285,1.19621,11,-1,60.4003,-39.2657,-45.0489,-8.77526,-0.14632,-2.28771,-11,1,51.9217,43.5894,-9.87768,-26.4244,-0.561283,-0.222844,11,-1,27.1575,-25.3634,-1.70348,-9.55661,-0.367606,-3.07453
206859,442972,11,-1,58.0289,53.7658,3.9785,-21.4654,-0.388318,0.0738622,-11,1,61.8536,-27.9267,29.6124,-46.5732,-0.979754,2.32691,11,-1,33.4061,-19.0381,-12.044,-24.667,-0.946948,-2.57753,-11,1,2.79217,-0.732218,-2.04854,-1.7503,-0.736227,-1.91408
206859,767474,-11,1,57.3977,-7.77222,24.5687,-51.2881,-1.4393,1.87718,11,-1,47.6495,14.9949,-15.5505,-42.4712,-1.42834,-0.803584,-11,1,58.8877,14.7856,-7.10993,-56.5561,-1.95112,-0.448226,11,-1,32.3473,-11.3635,-8.94329,-28.9351,-1.44406,-2.47482
206859,901911,11,-1,44.0281,-18.2917,-33.584,-21.8174,-0.543368,-2.06953,-11,1,117.523,19.7035,30.6148,-111.741,-1.8401,0.998937,11,-1,21.7342,-6.96973,-3.01971,-20.3637,-1.71241,-2.73275,-11,1,9.77356,1.16952,-6.61796,-7.09629,-0.920366,-1.39588
206859,541835,-11,1,73.3485,47.4658,11.8036,-54.6597,-0.962084,0.243732,-11,1,73.6959,-45.1024,-3.04424,-58.203,-1.07083,-3.0742,11,-1,145.429,37.4092,-19.0759,-139.235,-1.91383,-0.471557,11,-1,146.135,-27.8201,7.01586,-143.291,-2.31131,2.89456
206859,817583,11,-1,94.7208,-82.1422,-14.1134,45.0056,0.516687,-2.97144,11,-1,57.3871,49.7923,-6.25156,-27.8374,-0.529607,-0.124899,-11,1,27.4488,18.7774,19.8968,2.22739,0.081326,0.814336,-11,1,19.4068,17.8776,1.1976,-7.45521,-0.404924,0.066889
194533,1009115,-11,1,114.955,-36.1574,19.4099,107.381,1.68969,2.64893,11,-1,26.7611,22.8406,12.9586,-5.1515,-0.194932,0.516066,-11,1,27.8171,13.8058,-17.2512,16.8993,0.704974,-0.895887,11,-1,25.2605,3.27103,-20.2594,14.7293,0.66714,-1.41072
200519,38439,-11,1,71.7963,-67.37,22.6366,-10.177,-0.142709,2.81744,11,-1,53.226,-33.5244,-37.5471,17.3013,0.337288,-2.29965,-11,1,20.5069,-15.0726,-13.382,3.77807,0.186362,-2.41554,11,-1,18.2463,-14.2451,-9.84423,-5.75286,-0.326408,-2.53689
206859,21086,11,-1,44.6739,-37.8155,-21.6189,9.91792,0.225766,-2.62225,-11,1,60.2104,26.0812,10.9204,-53.1583,-1.38866,0.396529,11,-1,40.6406,11.0539,15.2063,-36.0311,-1.40571,0.942224,-11,1,42.0681,13.7477,2.52255,-39.6782,-1.76619,0.18147
206859,336036,-11,1,32.2904,6.44344,31.6366,0.523008,0.0161985,1.36987,11,-1,24.9355,8.88288,-23.2373,-1.70324,-0.0684122,-1.20567,-11,1,19.4758,3.3861,-19.1699,-0.596462,-0.0306354,-1.39596,11,-1,16.5917,-9.44777,13.5745,-1.32553,-0.0800621,2.17883
200519,865644,11,-1,216.698,-46.3337,70.0995,-199.743,-1.60059,2.15484,-11,1,78.1025,21.2217,-57.9905,-47.8198,-0.712545,-1.21998,11,-1,132.331,37.8973,3.12702,-126.75,-1.91887,0.0823265,-11,1,72.0169,-8.2248,-27.0867,-66.2201,-1.58583,-1.8656
